desc_tier_llm,salary_mid,experience_min_llm,edulevel_llm,state,sector
none,108706,0,-,Utah,Information Technology
none,120750,,-,Unknown,Financial Services
none,131884,,-,Virginia,Information Technology
none,107500,4,Bachelor's,New York State,Government & Public Administration
none,140000,6,-,Unknown,Human Resources & Staffing
none,93500,2,-,Unknown,Information Technology
none,112500,3,-,Unknown,Information Technology
none,135000,5,-,Unknown,Information Technology
none,96211,1,Bachelor's,Texas,Information Technology
none,157000,,-,Massachusetts,Legal
none,121553,,-,Georgia,Information Technology
none,244550,8,-,Unknown,Information Technology
applied_ai,177675,7,High School,Pennsylvania,Healthcare
none,90000,7,Bachelor's,Idaho,Retail & Wholesale
none,122813,,Bachelor's,Wyoming,Unknown
none,125629,2,Bachelor's,Texas,Information Technology
none,150000,,Bachelor's,Unknown,Information Technology
none,86646,3,Bachelor's,Pennsylvania,Transportation & Logistics
none,207500,8,-,Unknown,Information Technology
none,207425,8,Bachelor's,Texas,Information Technology
none,90668,5,Bachelor's,North Carolina,Healthcare
none,228905,5,Bachelor's,Unknown,Healthcare
none,122835,3,Bachelor's,Minnesota,Manufacturing
none,81000,0,Bachelor's,Iowa,Aerospace & Defense
none,78119,0,-,Utah,Aerospace & Defense
none,67500,,Bachelor's,Pennsylvania,Aerospace & Defense
none,155000,5,Bachelor's,Georgia,Retail & Wholesale
none,185625,2,-,Unknown,Information Technology
none,192900,,-,Utah,Information Technology
none,135000,5,Bachelor's,Unknown,Management & Consulting
none,155000,9,High School,Texas,Information Technology
none,85455,1,Bachelor's,West Virginia,Information Technology
none,102738,0,Bachelor's,Pennsylvania,Pharmaceutical & Biotechnology
none,117000,2,Bachelor's,Texas,Information Technology
none,125000,3,Bachelor's,Unknown,Insurance
none,91975,3,High School,California,Management & Consulting
none,95138,3,High School,California,Management & Consulting
none,113414,5,Bachelor's,Virginia,Aerospace & Defense
none,115000,2,-,Unknown,Human Resources & Staffing
none,135080,,-,Texas,Insurance
none,163494,8,Bachelor's,Unknown,Management & Consulting
ai_integration,120000,4,-,Unknown,Healthcare
none,108479,5,Bachelor's,North Carolina,Financial Services
none,120000,5,-,Unknown,Human Resources & Staffing
ai_integration,129000,3,Bachelor's,Texas,Information Technology
none,157500,5,Bachelor's,New Jersey,Financial Services
none,107650,3,Bachelor's,Vermont,"Energy, Mining & Utilities"
ai_integration,205000,,-,Unknown,Information Technology
ai_integration,125000,5,Bachelor's,Unknown,Unknown
none,127452,10,-,North Carolina,Financial Services
none,126575,1,High School,Unknown,Management & Consulting
none,127500,3,Bachelor's,Unknown,Information Technology
none,80000,8,Bachelor's,Unknown,Information Technology
none,128247,3,Bachelor's,Florida,Manufacturing
none,83901,8,Bachelor's,Virginia,Information Technology
none,95000,3,-,Texas,Media & Communication
none,116500,5,-,Unknown,Government & Public Administration
none,77175,2,-,Maryland,Government & Public Administration
none,90409,5,-,Unknown,Manufacturing
none,107500,3,Bachelor's,Illinois,Management & Consulting
none,62500,2,-,Texas,Human Resources & Staffing
none,139114,,-,District of Columbia,Information Technology
none,110390,3,Bachelor's,Texas,Telecommunications
applied_ai,165750,3,-,Unknown,Information Technology
none,115753,,-,Indiana,Unknown
ai_integration,120000,0,Bachelor's,Maryland,Aerospace & Defense
none,84006,3,Bachelor's,Kansas,"Arts, Entertainment & Recreation"
none,150000,10,High School,Colorado,Aerospace & Defense
applied_ai,169150,1,-,Texas,Information Technology
none,93675,0,Bachelor's,Texas,Financial Services
none,89230,4,-,Kentucky,Healthcare
none,70199,3,-,Maryland,Government & Public Administration
none,97166,6,Bachelor's,Wisconsin,Information Technology
none,135000,6,Bachelor's,Unknown,Human Resources & Staffing
none,92500,,-,Illinois,Financial Services
none,121178,,-,Florida,Unknown
none,98242,,Bachelor's,Georgia,Information Technology
none,116721,,-,Tennessee,Retail & Wholesale
none,80000,,-,Texas,Legal
none,167063,3,-,Unknown,Information Technology
ai_integration,120186,5,Bachelor's,Florida,Education
none,90600,0,High School,New York State,Information Technology
ai_integration,75780,,Bachelor's,California,Information Technology
none,113967,,Bachelor's,Florida,Aerospace & Defense
none,122998,,-,New York State,Insurance
none,90000,2,Bachelor's,District of Columbia,Unknown
none,160150,10,High School,Unknown,Manufacturing
none,130000,3,-,Unknown,Information Technology
none,182300,7,-,California,Insurance
none,81000,0,Bachelor's,New York State,"Construction, Repair & Maintenance Services"
none,77022,5,-,Alabama,Information Technology
none,78000,0,Bachelor's,Minnesota,Manufacturing
none,107400,2,-,Alabama,Information Technology
none,93512,4,Bachelor's,Virginia,Aerospace & Defense
none,93395,,-,Ohio,Aerospace & Defense
ai_integration,292500,,-,New York State,Management & Consulting
none,198000,11,-,Virginia,Aerospace & Defense
none,102928,3,Bachelor's,Florida,Government & Public Administration
none,140000,4,-,Unknown,Information Technology
none,92367,1,Associate,Maryland,Education
none,145700,6,-,Georgia,Financial Services
none,145000,,-,Unknown,Aerospace & Defense
none,90000,,Bachelor's,Florida,Information Technology
none,112500,3,-,Unknown,Information Technology
none,200000,6,-,Unknown,Unknown
applied_ai,116822,,Bachelor's,Alabama,Unknown
none,128700,3,Bachelor's,Texas,Information Technology
none,112500,5,Bachelor's,Unknown,Management & Consulting
none,145000,7,Bachelor's,Unknown,Management & Consulting
none,115000,3,Bachelor's,Unknown,Information Technology
none,130500,2,Bachelor's,North Carolina,Unknown
none,156000,2,-,Unknown,Pharmaceutical & Biotechnology
none,117896,,Associate,Massachusetts,Financial Services
none,106964,4,Bachelor's,Arizona,Information Technology
none,143534,11,Bachelor's,Virginia,Financial Services
none,125000,3,Bachelor's,Unknown,Information Technology
ai_integration,105000,3,Associate,Minnesota,Financial Services
none,132200,,Bachelor's,Virginia,Aerospace & Defense
none,95980,2,-,Texas,Financial Services
none,66439,1,-,Virginia,Information Technology
none,144000,,-,California,Information Technology
none,128087,,Bachelor's,Guam,Media & Communication
none,108190,5,-,Unknown,Education
none,133964,4,Bachelor's,Texas,Aerospace & Defense
ai_integration,155450,5,-,Illinois,Financial Services
none,85022,0,-,California,Government & Public Administration
none,145800,5,Bachelor's,Unknown,Information Technology
none,115000,,-,Texas,Unknown
none,117500,3,Bachelor's,North Carolina,Unknown
none,178900,0,Associate,Unknown,Information Technology
none,151500,,-,Unknown,Information Technology
none,114714,5,-,Texas,Information Technology
none,103250,2,Bachelor's,Unknown,Insurance
none,93620,0,Bachelor's,Utah,Information Technology
ai_integration,105000,5,Bachelor's,Oklahoma,Aerospace & Defense
none,161300,2,-,Illinois,Information Technology
none,152000,5,Bachelor's,Maryland,Aerospace & Defense
ai_integration,101000,5,-,Unknown,Information Technology
ai_integration,125000,3,High School,Unknown,"Energy, Mining & Utilities"
ai_integration,86326,2,Bachelor's,Nevada,"Arts, Entertainment & Recreation"
none,127411,,Bachelor's,Virginia,Information Technology
none,90000,2,Bachelor's,Michigan,Education
none,96000,5,Bachelor's,Texas,Telecommunications
none,151691,10,High School,Tennessee,Financial Services
none,88566,2,Bachelor's,Tennessee,Management & Consulting
none,80625,0,Bachelor's,South Carolina,Aerospace & Defense
none,107393,5,Bachelor's,Tennessee,Healthcare
none,107500,5,High School,Michigan,Financial Services
none,87986,5,Bachelor's,Ohio,Unknown
none,124715,.5,Bachelor's,California,Information Technology
ai_integration,99191,3,-,Massachusetts,Government & Public Administration
none,96200,5,Bachelor's,Unknown,Healthcare
none,125387,,-,New Jersey,Unknown
applied_ai,170000,5,-,Unknown,Information Technology
none,197000,15,-,California,Management & Consulting
none,108200,4,Bachelor's,Unknown,Healthcare
none,142300,5,Bachelor's,Florida,Financial Services
none,105000,3,Bachelor's,California,"Construction, Repair & Maintenance Services"
none,123500,5,Bachelor's,Virginia,Government & Public Administration
none,102725,6,High School,Alabama,Financial Services
none,91488,0,-,Florida,Aerospace & Defense
ai_integration,153850,1,Bachelor's,Unknown,Information Technology
ai_integration,206000,5,-,New York State,Financial Services
none,142831,,-,Virginia,Aerospace & Defense
ai_integration,66605,0,Bachelor's,Tennessee,Information Technology
none,145000,12,Bachelor's,Maryland,Information Technology
none,89006,3,-,Virginia,Information Technology
ai_integration,153250,5,-,Indiana,Financial Services
none,92759,.333,Master's,Michigan,Unknown
none,85000,3,-,New York State,Information Technology
none,51978,0,-,Tennessee,Healthcare
none,114344,5,-,Missouri,Transportation & Logistics
none,135971,5,Bachelor's,Virginia,Information Technology
none,98351,7,High School,Georgia,Information Technology
none,107500,,-,Illinois,Healthcare
none,110000,,-,Arizona,Information Technology
ai_integration,121230,5,-,Texas,Information Technology
none,125250,4,-,Minnesota,Healthcare
none,67500,2,Bachelor's,South Dakota,Information Technology
ai_integration,105000,,Bachelor's,Colorado,Information Technology
none,115000,,-,Minnesota,Information Technology
none,146913,8,Bachelor's,Unknown,Aerospace & Defense
none,118519,6,-,Texas,Information Technology
none,106006,3,High School,Texas,Information Technology
none,112500,2,Bachelor's,California,Manufacturing
ai_integration,195000,5,Bachelor's,Utah,Information Technology
none,169500,5,Bachelor's,Texas,Information Technology
ai_integration,160000,5,Bachelor's,Florida,Information Technology
none,183500,7,-,Ohio,Financial Services
none,97382,4,-,Texas,Healthcare
none,145000,5,Bachelor's,Unknown,Manufacturing
none,116168,7,Bachelor's,Tennessee,Government & Public Administration
none,140000,5,-,Maryland,Human Resources & Staffing
none,134749,2,Bachelor's,Colorado,Aerospace & Defense
none,143500,5,-,Tennessee,Unknown
none,157500,4,Bachelor's,California,Information Technology
applied_ai,145000,7,-,Washington State,Financial Services
none,90000,7,Associate,Missouri,Information Technology
none,131100,3,Bachelor's,Unknown,Financial Services
none,85000,4,-,Arizona,Manufacturing
ai_integration,141000,3,-,District of Columbia,Legal
none,93500,2,Bachelor's,Texas,Management & Consulting
none,85100,,-,North Carolina,Information Technology
none,109342,,-,Missouri,"Energy, Mining & Utilities"
none,130500,2,Bachelor's,Unknown,Information Technology
none,121453,5,-,Ohio,Financial Services
none,116322,3,-,Georgia,Financial Services
none,135375,0,High School,District of Columbia,Management & Consulting
none,145000,5,Bachelor's,Unknown,Manufacturing
none,171150,4,Bachelor's,Virginia,Management & Consulting
none,205000,,-,Unknown,Information Technology
none,187200,8,-,Massachusetts,Information Technology
none,109142,5,Associate,Idaho,Retail & Wholesale
none,105000,,-,New York State,Unknown
none,104327,,Bachelor's,Massachusetts,Education
none,150000,5,-,Unknown,Legal
none,120700,5,Bachelor's,Illinois,Unknown
none,115027,5,Bachelor's,Pennsylvania,Information Technology
none,117550,3,Bachelor's,Minnesota,Manufacturing
none,130409,5,-,Washington State,Unknown
none,94682,5,Bachelor's,Minnesota,Retail & Wholesale
none,139783,,Bachelor's,Pennsylvania,Manufacturing
none,115000,3,Bachelor's,New Jersey,Financial Services
none,147500,5,-,District of Columbia,Management & Consulting
none,115127,2,-,Texas,Financial Services
ai_integration,91737,0,-,Hawaii,Aerospace & Defense
none,97184,7,Bachelor's,South Carolina,Aerospace & Defense
none,207425,8,Bachelor's,Texas,Information Technology
none,100000,5,Bachelor's,Michigan,Restaurants & Food Service
none,122500,5,Master's,Maryland,Media & Communication
none,125000,2,Bachelor's,Maryland,Manufacturing
none,120420,5,-,Texas,Information Technology
none,125000,5,Bachelor's,Unknown,Information Technology
none,116000,,-,Unknown,Information Technology
none,140000,,-,Washington State,Unknown
none,125000,4,Associate,Colorado,Information Technology
none,90000,2,Bachelor's,Colorado,Unknown
none,116463,5,Bachelor's,Ohio,Information Technology
ai_integration,212500,3,-,California,Management & Consulting
none,140000,5,Bachelor's,Texas,Pharmaceutical & Biotechnology
none,110000,2,-,Rhode Island,Management & Consulting
none,82500,1,Bachelor's,Georgia,Unknown
none,139186,8,Bachelor's,Oklahoma,Manufacturing
none,115319,,-,Texas,Unknown
none,101360,2,-,Texas,Manufacturing
none,161221,,Bachelor's,Ohio,Aerospace & Defense
ai_integration,121352,5,Bachelor's,Virginia,Information Technology
none,105915,5,Bachelor's,Ohio,Aerospace & Defense
ai_integration,125000,8,-,Maryland,Unknown
none,132808,5,Bachelor's,Arizona,Pharmaceutical & Biotechnology
none,127928,5,-,Massachusetts,Financial Services
none,104500,3,Bachelor's,New York State,Unknown
none,135000,5,Bachelor's,California,"Arts, Entertainment & Recreation"
none,120481,5,Bachelor's,Pennsylvania,Education
none,250000,,-,Virginia,Information Technology
none,140000,10,Master's,California,"Construction, Repair & Maintenance Services"
none,131798,5,Bachelor's,Texas,"Energy, Mining & Utilities"
none,162500,5,Bachelor's,Florida,Human Resources & Staffing
none,100494,,Bachelor's,California,Information Technology
none,83590,1,Bachelor's,Delaware,Manufacturing
none,133220,,-,Virginia,Information Technology
none,105000,3,-,Florida,Unknown
none,115800,3,Bachelor's,Texas,Information Technology
none,77500,2,Bachelor's,Michigan,Information Technology
none,85015,3,Bachelor's,Mississippi,Financial Services
none,96273,5,Bachelor's,Maryland,Unknown
none,152500,2,-,California,Aerospace & Defense
none,133500,3,-,Texas,Real Estate
none,121341,,-,New Jersey,Media & Communication
none,140000,3,Bachelor's,Massachusetts,Information Technology
none,99322,3,Bachelor's,Maryland,Unknown
none,130000,2,Bachelor's,California,Information Technology
none,150000,3,-,California,Financial Services
none,112500,5,Bachelor's,California,Financial Services
none,171774,0,Bachelor's,Virginia,Information Technology
none,110051,5,-,Missouri,Legal
none,135362,0,-,Maryland,Government & Public Administration
none,90000,1,Bachelor's,Texas,Information Technology
none,78515,0,Bachelor's,South Carolina,Unknown
none,90964,0,Associate,Utah,Nonprofit & NGO
none,197500,3,-,California,Information Technology
none,169150,3,Bachelor's,Washington State,Information Technology
none,204500,5,Bachelor's,Unknown,Financial Services
none,61057,.5,Bachelor's,South Carolina,Information Technology
none,132500,7,Bachelor's,New Jersey,"Energy, Mining & Utilities"
applied_ai,120000,0,Bachelor's,Maryland,Aerospace & Defense
none,198000,11,-,Virginia,Aerospace & Defense
none,123000,3,Bachelor's,Florida,Aerospace & Defense
none,95263,7,-,Virginia,Unknown
none,132500,5,-,Unknown,Information Technology
none,78000,1,Bachelor's,Maine,Nonprofit & NGO
none,124875,3,Bachelor's,New York State,Healthcare
none,90000,2,Bachelor's,Florida,Healthcare
none,130500,5,Bachelor's,Unknown,Unknown
none,106687,4,Bachelor's,Illinois,Pharmaceutical & Biotechnology
ai_integration,188100,,-,Washington State,Information Technology
none,75000,,-,Florida,Government & Public Administration
none,209750,,-,California,Information Technology
none,119913,5,Bachelor's,District of Columbia,Information Technology
none,98077,5,Bachelor's,Texas,Financial Services
